ID, Beskrivelse, adresse, kvadratmeter, pris, totalpris + fellesgjeld, megler 
174658758 , Ranheim - Lys og romslig enebolig i populært boområde | Carport | To terrasser |Kjøkken (TG1)| Vaskerom |Loftstue |Fin planløsning , Walldens veg 17, Ranheim , 136 m² , 5 650 000 kr , Totalpris: 5 792 420 kr , EiendomsMegler 1 avd. Grilstadporten
174336270 , Nyoppført familiebolig med høy standard og flott utsikt. 5 soverom. Rolig villaområde. Nært skoler, barnehager og marka. , Nedre Granåslia 19C, Trondheim , 156 m² , 9 775 000 kr , Totalpris: 9 841 120 kr • Fellesutg.: 1 000 kr , EiendomsMegler 1 Prosjekt Trondheim
174663832 , 2-roms leilighet midt i Trondheim sentrum. Stilig løsning i et spesielt bygg på Kalvskinnet. B0204. , Erling Skakkes gt 60, Trondheim , 44 m² , 3 500 000 kr , Totalpris: 3 531 790 kr • Fellesutg.: 1 573 kr , EiendomsMegler 1 Prosjekt Trondheim
174663324 , Bo i et nytt byhus midt i byen. Smart bolig med 3 soverom, spektakulær løsning med høy takhøyde. Flytt inn ca 2022.  #D4 , Erling Skakkes gt 60, Trondheim , 96 m² , 5 700 000 kr , Totalpris: 5 752 240 kr • Fellesutg.: 2 399 kr , EiendomsMegler 1 Prosjekt Trondheim
172230544 , STUBBAN IDYLL - 13 moderne leiligheter fra 43 til 116 kvm BRA med egen P-plass, sportsbod, heis og balkong/terrasse. , Bratsbergvegen 82, Trondheim , 43 - 109 m² , 2 390 000 - 7 490 000 kr , Totalpris: 2 431 670 - 7 545 905 kr , DNB Eiendom AS
126560436 , HeimdalsPorten - 40 nye leiligheter med meget god beliggenhet på Rosten. Holdeplass for Metrobuss i umiddelbar nærhet. , Heimdalsporten BT 1, Tiller , 66 - 103 m² , 3 590 000 - 6 500 000 kr , Totalpris: 3 612 292 - 6 529 572 kr , Aktiv
174656876 , TYHOLT - Fantastisk og innholdsrik villaeiendom med en unik kombinasjon av historisk særpreg og moderne standard. Utleiemulighet. , Dr. Sands veg 21, Trondheim , 309 m² , 13 600 000 kr , Totalpris: 13 951 242 kr , Proaktiv Trondheim
170273989 , Reppe - Påkostet rekkehus med barnevennlig beliggenhet. Nytt i 2019. Parkering. Vannbåren varme. , Solveig Abrahamsens veg 12 E, Ranheim , 113 m² , 5 400 000 kr , Totalpris: 5 536 170 kr • Fellesutg.: 1 330 kr , EiendomsMegler 1 avd. Trondheim Øst/Valentinlyst
174538686 , Nærbyen: Ny, sentralt beliggende 3-roms med oppgradert standard. Nært NTNU, buss, Tr.heim sentrum. Parkering ink. i pris , Sorgenfrivegen 26, Trondheim , 57 m² , 3 990 000 kr , Totalpris: 4 090 920 kr • Fellesutg.: 2 562 kr , EiendomsMegler 1 Prosjekt Trondheim
172589768 , Havstein - Praktfull enebolig fra 2010 med skjermet beliggenhet.  Dobbelgarasje. Godkjent utleieenhet, kr 11.000,- pr mnd. , Henry Gleditsch veg 2 A, Trondheim , 190 m² , 7 885 000 kr , Totalpris: 8 083 290 kr , EiendomsMegler 1 avd. Trondheim Vest/Byåsen
174530629 , Utleir - Tiltalende 3-roms selveier | Huseby kjøkken | Kjøkken/bad TG1 -|Sørvendt balkong| P-plass | Fjernvarme ink i felleskost. , Lillian Byes veg 4, Trondheim , 61 m² , 2 790 000 kr , Totalpris: 2 860 920 kr • Fellesutg.: 2 810 kr , EiendomsMegler 1 avd. Lerkendal
174590090 , Lund Østre - LEKKER OG BETYDELIG PÅKOSTET ENEBOLIG FRA 2015. Skjermet beliggenhet som grenser til friområde. Høy byggteknisk standard , Andersbakkan 18, Heimdal , 179 m² , 6 490 000 kr , Totalpris: 6 658 370 kr • Fellesutg.: 120 kr , EiendomsMegler 1 avd. Trondheim Sør/Øst
174648244 , Pent og velholdt enderekkehus med gjennomgående god standard - Nytt bad - Garasjeplass - Barnevennlig - 2 terrasser , Bekkasinvegen 50, Kattem , 119 m² , 2 390 000 kr , Totalpris: 2 976 342 kr • Fellesutg.: 7 640 kr , Aktiv
170501810 , Jakobsli - Stor 3(4) roms over 2 plan med gjennomgående god standard - Flotte uteareal - Carport - Rolig boområde - 2 bad - 2 stuer , Barlindvegen 2 C, Jakobsli , 112 m² , 4 490 000 kr , Totalpris: 4 610 992 kr • Fellesutg.: 2 541 kr , Aktiv
170501741 , GRILSTAD - Innholdsrik og familievennlig rekkehus med god standard - Solrikt - Skjermet uteplass - Flott utsikt - Carport , Anton Jenssens veg 18, Ranheim , 139 m² , 5 190 000 kr , Totalpris: 5 328 492 kr • Fellesutg.: 503 kr , Aktiv
174426501 , STUBBAN - Lekker 3-roms selveierleilighet - Parkering - Kort avstand til servicefunksjoner - Lave felleskostnader , Stubbanvegen 99C, Trondheim , 73 m² , 2 690 000 kr , Totalpris: 2 758 592 kr • Fellesutg.: 485 kr , DNB Eiendom AS
174370351 , Rosenborg - SÆRDELES FLOTT 3-ROMS TOPPLEILIGHET MED FIN BALKONG. Kjøkken fra 2018. Lav fellesgjeld. Ingen dok.avgift. Nært NTNU , Stadsing Dahls gate 4 A, Trondheim , 71 m² , 3 190 000 kr , EiendomsMegler 1 avd. Trondheim Sentrum , Andel • Leilighet • 2 soverom
159961259 , Lade - Unik toppleilighet "på taket av Lade" | Panoramautsikt | Egen takterrasse med lang solgang | Heis | Garasjeplass , Ingemann Torps vei 15A, Trondheim , 90 m² , 6 480 000 kr , Totalpris: 6 655 820 kr • Fellesutg.: 3 192 kr , Heimdal Eiendomsmegling AS avd Heimdal
174516909 , HØYSKOLEPARKEN - Pen 3-roms med høy standard - Sentral og ettertraktet beliggenhet - Totalrenovert bad (TG1) - Balkong , Klæbuveien 46, Trondheim , 68 m² , 3 490 000 kr , Totalpris: 3 608 283 kr • Fellesutg.: 2 887 kr , Meglerhuset Nylander avd Solsiden
174514280 , Dalen - PEN OG BETYDELIG OPPGRADERT 3-ROMS MED BALKONG. Parkering. Kjøkken og bad TG1. Felles hage. Drenert 2018. Nært Solsiden. , Konsul Lorcks gate 5, Trondheim , 55 m² , 3 090 000 kr , Totalpris: 3 168 420 kr • Fellesutg.: 1 680 kr , EiendomsMegler 1 avd. Trondheim Sentrum
158189958 , MOHOLT - Innbydende, velholdt og prisgunstig enebolig | Skjermet, solrik tomt på ca. 1,2 mål | Fredelig og sentral beliggenhet. , Austflata 4, Trondheim , 182 m² , 4 990 000 kr , Eier (Selveier) • Enebolig • 3 soverom , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
174641300 , STAVSET | SE VISNINGSINFO - Særdeles flott og innholdsrik enebolig med dobbelgarasje, 2 stuer og solrike terrasser | 231m² BRA | Svært barnevennlig , Alfheimsvingen 52, Trondheim , 182 m² , 6 990 000 kr , Totalpris: 7 175 820 kr , Heimdal Eiendomsmegling AS, Avd. Byåsen
174641254 , BRUNDALEN | SE VISNINGSINFO - Meget romslig og praktisk 4-roms med attraktiv beliggenhet | TG0 Bad | TG1 Kjøkken/WC | Innglasset balkong | Nært marka , Brundalsgrenda 21, Jakobsli , 96 m² , 2 590 000 kr , Totalpris: 3 295 701 kr • Fellesutg.: 5 876 kr , Heimdal Eiendomsmegling AS, Avd. Byåsen
174641260 , ROSENBORG PARK - Tiltalende 2-roms selveier | Lave bokostnader | Innglasset balkong | TG1 på alle punkter | Nærhet til studiesteder , Bjørnsons gate 6, Trondheim , 35 m² , 2 490 000 kr , Totalpris: 2 560 320 kr • Fellesutg.: 1 602 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
174635186 , Ranheim - Stor 2-roms selveierleilighet - Lave felleskostnader - Solrik balkong - Fast parkeringsplass i p-kjeller- TG1 på bad. , Horgvegen 17, Ranheim , 52 m² , 2 950 000 kr , Totalpris: 3 025 092 kr • Fellesutg.: 2 333 kr , DNB Eiendom AS
174637812 , Moholt - Moderne 2-roms selveierleilighet med fordelaktig beliggenhet mot friareal | Lave fellesutgifter | Nytt bad 2019 , Søndre Berg 26A, Trondheim , 43 m² , 2 590 000 kr , Totalpris: 2 662 820 kr • Fellesutg.: 1 172 kr , Heimdal Eiendomsmegling AS Avd Melhus
174637808 , Hallset - Delikat, nyoppusset 3-roms andelsleilighet i 2 etasje | Eget vaskerom | Splitter nytt kjøkken og bad , Waldemar Aunes Veg 5B, Trondheim , 78 m² , 2 990 000 kr , Totalpris: 3 146 584 kr • Fellesutg.: 3 796 kr , Heimdal Eiendomsmegling AS Avd Melhus
166300327 , Bergheim - Lekkert og moderne rekkehus | Lave bokostnader | 2 balkonger  | TG1 på alle punkter | Mulighet for utleie | 4.soverom , Ole Aasveds veg 5, Trondheim , 150 m² , 6 650 000 kr , Fellesutg.: 1 157 kr , Heimdal Eiendomsmegling AS, avd Høyskoleparken
174607825 , SOLSIDEN - Arealeffektiv selveier leil. med egen terrasse - Sentral beliggenhet - Bad og kjøkken 2006 - Fjernvarme inkl. , Dyre Halses gate 2, Trondheim , 27 m² , 2 190 000 kr , Totalpris: 2 246 092 kr • Fellesutg.: 1 585 kr , DNB Eiendom AS
174636152 , SENTRUM - Stor og sjarmernde 1-roms | 42 kvm | Sentralt | 4.etg | Heis | IN-ordning | Skjermet fra trafikken , Munkegata 66E, Trondheim , 42 m² , 1 790 000 kr , Totalpris: 2 694 836 kr • Fellesutg.: 4 617 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
174631063 , Møllenberg/Rosenborg - Flott, arealeffektiv leilighet m/ attraktiv beliggenhet i 3. etg | Solrik balkong på 4,5 m² | Kjøkken TG1 | Sentrumsnært , Haldens gate 21, Trondheim , 27 m² , 1 850 000 kr , Totalpris: 1 919 687 kr • Fellesutg.: 2 782 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
174584242 , Møllenberg - Lys og sentral 3-roms selveierleilighet| Lave felleskostnader |Nærhet til "alt"| Attraktivt område| Perfekt utleieobjekt , Weidemanns vei 5D, Trondheim , 46 m² , 2 650 000 kr , Totalpris: 2 717 592 kr • Fellesutg.: 648 kr , Samsolgt by DNB Eiendom
174628637 , Velholdt enebolig over 2 innholdsrike plan | God lagringsplass | 4 soverom | Stor veranda | Vaskerom | Kjellerstue , Tiller-ringen 36 A, Tiller , 156 m² , 4 500 000 kr , Totalpris: 4 613 670 kr , EiendomsMegler 1 avd. Trondheim Sør/Øst
160166562 , BYNESET / RYE - Romslig familiebolig med barnevennlige omgivelser  - 4 soverom - 2 stuer - Stort bad - Kort vei til Bymarka , Vorsetvegen 7, Bosberg , 135 m² , 4 150 000 kr , Totalpris: 4 258 472 kr , DNB Eiendom AS
174627781 , På pynten av Stokkåsen i Trondheim lanseres fire moderne eneboliger. Gode sol- og utsiktsforhold mot Trondheimsfjorden , Stokkåsen 73 - 79, Jonsvatnet , 207 m² , 8 690 000 - 9 390 000 kr , Totalpris: 8 753 592 - 9 266 092 kr , Aktiv
174467140 , TEMPE/LERKENDAL - 4-roms leilighet over 2 plan. Lave felleskostnader. 3 store soverom og 9 kvm bad. Barnevennlig beliggenhet. , Alfred Larsens gate 10. Snr 1, Trondheim , 87 m² , 3 290 000 kr , Totalpris: 3 390 520 kr • Fellesutg.: 2 388 kr , Meglerhuset Nylander
174606446 , MØLLENBERG - 2-roms BRL i høy 1. etasje - Kjøkken 2010 - Ingen forkjøpsrett - Kort vei til hverdagslige servicetilbud og studiesteder , Weidemanns vei 7A, Trondheim , 41 m² , 2 490 000 kr , Fellesutg.: 3 786 kr , DNB Eiendom AS
174626559 , Høyskoleparken - Smakfull og arealeffektiv 2-roms i Høyskoleparken | Innglasset balkong | Umiddelbar nærhet til NTNU Gløshaugen mm , Snorres gate 9, Trondheim , 30 m² , 2 290 000 kr , Totalpris: 2 347 347 kr • Fellesutg.: 2 074 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
174626334 , LADE - Pen og tiltalende leilighet med egen utleiedel - Vestvendt balkong - IN-ordning - "Alt" inkludert i felleskostnader , Håkon Magnussons gate 3C, Trondheim , 60 m² , 2 190 000 kr , Totalpris: 3 631 881 kr • Fellesutg.: 7 246 kr , Proaktiv Eiendomsmegling avd. Moholt
162384316 , Ila - Sjelden mulighet - original og helt unik nyoppført arkitekttegnet enebolig av høy kvalitet. Tilbaketrukket beliggenhet. , Løkkegata 1 B, Trondheim , 174 m² , 9 450 000 kr , Totalpris: 9 687 420 kr , Meglerhuset Nylander
118338965 , LADE - Unik og herskapelig villaeiendom med utsøkt beliggenhet -Stor parkmessig hage -Fantastisk utsikt -Gode solforhold , Fagerheim Allé 85, Trondheim , 167 m² , 11 490 000 kr , Totalpris: 11 789 820 kr , Meglerhuset Nylander avd Solsiden
173869203 , Okstad - Strøken selveierleilighet i et svært familievennlig boligområde | 2(3) soverom | Fjernvarme , Okstadvegen 209, Tiller , 77 m² , 3 090 000 kr , Totalpris: 3 168 420 kr • Fellesutg.: 2 408 kr , EiendomsMegler 1 avd. Trondheim Sør/Øst
168994667 , Steinan - Innholdsrik enebolig med attraktiv beliggenhet - Arkitekttegnet - God planløsning - Garasje , Steinanvegen 76D, Trondheim , 182 m² , 5 990 000 kr , Totalpris: 6 155 392 kr , Aktiv
174501451 , Tiller - Svært innbydende rekkehus med 4 soverom| Carport | Byggår 2016 | Utsikt , Ivar Reitens veg 5, Tiller , 159 m² , 5 490 000 kr , Totalpris: 5 628 420 kr • Fellesutg.: 500 kr , EiendomsMegler 1 avd. Trondheim Sør/Øst
174622406 , OTHILIENBORG - Arealeffektiv 3-roms selveierleilighet i 2.etg | Nytt fra 2018 | Tilbaketrukket beliggenhet | Fjernvarme inkl , Heggdalsringen 57, Trondheim , 37 m² , 2 600 000 kr , Totalpris: 2 666 342 kr • Fellesutg.: 1 283 kr , Samsolgt by DNB Eiendom
174622477 , Høyskoleparken - Delikat 3-roms loftsleilighet ved Høyskoleparken | P-plass | Hems | Selveier | Nærhet til NTNU og St.Olavs hospital , Holtermanns veg 6, Trondheim , 58 m² , 3 190 000 kr , Totalpris: 3 277 820 kr • Fellesutg.: 523 kr , Heimdal Eiendomsmegling AS, avd Høyskoleparken
174466291 , TEMPE/LERKENDAL - Romslig og lys 2(3)-roms selveierleilighet i 2.etasje. Kort veg til St. Olav, NTNU Gøshaugen. Lave felleskostnader. , Alfred Larsens gate 10. Snr 4., Trondheim , 59 m² , 2 750 000 kr , Totalpris: 2 840 520 kr • Fellesutg.: 2 077 kr , Meglerhuset Nylander
174618209 , Kroppanmarka - INNHOLDSRIK ENEBOLIG MED GARASJE PÅ STOR HJØRNETOMT MED FAMILIEVENNLIG BELIGGENHET. Oppussing må påregnes. , Turistveien 40 A, Tiller , 217 m² , 4 990 000 kr , Totalpris: 5 115 920 kr , EiendomsMegler 1 avd. Trondheim Sør/Øst
174619541 , Klæbu - Innbydende enebolig i kjede - Flott solrik tomt - Garasje - Vaskerom - Kjøkken og bad TG1 , Sverdvegen 16B, Klæbu , 109 m² , 2 490 000 kr , Totalpris: 2 566 270 kr , Eie Eiendomsmegling Trondheim
174618943 , ØVRE GRANÅSLIA - Strinda Hageby - Moderne og ny 2-roms selveierleilighet med balkong | Rimelige bokost. og omkostninger | Heis , Øvre Granåslia 15, Trondheim , 35 m² , 2 390 000 kr , Fellesutg.: 1 272 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
174569029 , RANHEIM / JAKOBSLI - Lekker og stor 8 roms leilighet i svært barnevennlig område. Gode solforhold, nærhet til sjøen og nydelige turmuligheter , Sjøvegen 15, Ranheim , 115 m² , 5 800 000 kr , Totalpris: 5 953 742 kr • Fellesutg.: 1 000 kr , PROPR AS
174526995 , Hoem - Lys og romslig påbygd halvpart av tomannsbolig på 150 kvm BRA. Bad 2007. Tre sov. Garasje. Terrasse med gode solforhold. , Nordhaugsvegen 1, Trondheim , 94 m² , 2 790 000 kr , Totalpris: 2 870 150 kr • Fellesutg.: 2 800 kr , EiendomsMegler 1 avd. Trondheim Vest/Byåsen
130071655 , Lekker toppleilighet fra 2018 med ypperlig beliggenhet og balkong. Heis. Egen plass i P-kjeller. Fjernvarme. Moderne. , Selsbakkvegen 36 D / leil. 312, Trondheim , 79 m² , 4 990 000 kr , Totalpris: 5 017 690 kr • Fellesutg.: 2 490 kr , EiendomsMegler 1 Prosjekt Trondheim
174612447 , Rosendal - Lekker 4-roms selveier over to etasjer | Betydelig påkostet | Egen garasjeplass | Kjøkken og bad fra 2014 | Vinterhage , Gamle Kongevei 63, Trondheim , 113 m² , 5 490 000 kr , Totalpris: 5 635 320 kr • Fellesutg.: 1 128 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
168440828 , Heimdal - Flott og moderne 2-roms selveier hjørneleilighet fra 2018 m/ stor terrasse. Egen parkeringsplass i P-kjeller. Fjernvarme , Sandbakkvegen 4 B, Heimdal , 46 m² , 2 270 000 kr , Totalpris: 2 327 920 kr • Fellesutg.: 2 200 kr , EiendomsMegler 1 avd. Trondheim Vest/Byåsen
173096401 , HAVSTEIN - Familie rekkehus over 2 plan - Moderniseringsbehov - Hage - Garasje - Barnevennlig område , Havsteinflata 4C, Trondheim , 101 m² , 3 850 000 kr , Totalpris: 3 953 842 kr , DNB Eiendom AS
174465931 , TEMPE/LERKENDAL - Lys og trivelig selveierleilighet. Lave felleskostnader. TG 1 kjøkken og bad. Perfekt som førstegangskjøp. , Alfred Larsens gate 10. Snr 5., Trondheim , 31 m² , 1 890 000 kr , Totalpris: 1 955 520 kr • Fellesutg.: 1 766 kr , Meglerhuset Nylander
152879196 , SENTRUM/BAKKLANDET - Særpreget 3-roms i 3. etasje | Byggeår 2016 | Perfekt beliggenhet | Heis | Felles takterrasse | Lave felleskost , Innherredsveien 1A, Trondheim , 62 m² , 4 170 000 kr , Totalpris: 4 282 320 kr • Fellesutg.: 2 586 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
174602182 , Brundalen - Svært delikat 2-roms leilighet i 2. etg med gj.gående moderne standard - TG0/TG1 på våtrom - Gode sol- og utsiktsforhold , Leistadgrenda 17, Trondheim , 54 m² , 2 390 000 kr , Totalpris: 2 831 256 kr • Fellesutg.: 3 771 kr , EiendomsMegler 1 avd. Grilstadporten
154986825 , Stor og stilfull 2-roms hjørneleilighet - Lave felleskostnader -Balkong - Gangavstand til Solsiden og flere studiesteder , Innherredsveien 88 D, Trondheim , 49 m² , 2 490 000 kr , Totalpris: 2 651 282 kr • Fellesutg.: 3 047 kr , EiendomsMegler 1 avd. Trondheim Sentrum
174592285 , ROGNHEIM/BYÅSEN. Tre flotte familieboliger med gode sol- og utsiktsforhold. 4 soverom, 2 bad/wc, vaskerom, 60 kvm stue. , Skjermvegen 59A, Trondheim , not found , not found , Annet • Enebolig , Proaktiv Trondheim
174606084 , Utleir - Nyere selveierleilighet - Flott beliggenhet i 3.etg. - Lave fellesutgifter - Solrik balkong - Heis - Utsikt , Margrethe Thomsets veg 5, Trondheim , 41 m² , 2 390 000 kr , Totalpris: 2 466 265 kr • Fellesutg.: 1 894 kr , Eie Eiendomsmegling Trondheim
172833362 , Sentralt ved Dronnig Mauds minne- nyoppført enebolig med utleieleilighet. 3 soverom og 2 bad i hovedbolig. , Thoning Owesens gate 7B, Trondheim , 150 m² , 7 490 000 kr , Totalpris: 7 526 920 kr , Meglerhuset Nylander avd Stjørdal
174515153 , Lys og pen 2-roms andelsleilighet med meget bra beliggenhet. Kjøkken TG0. Lave felleskost. , Øvre Flatåsveg 29 A, Flatåsen , 48 m² , 1 890 000 kr , Totalpris: 1 961 764 kr • Fellesutg.: 2 471 kr , EiendomsMegler 1 avd. Trondheim Sentrum
174604096 , Nardo - Meget innbydende 2-roms leilighet - Heis - Gode solforhold - Kjøkken TG1 , Trudvangvegen 10, Trondheim , 59 m² , 2 190 000 kr , Totalpris: 2 340 433 kr • Fellesutg.: 5 329 kr , Eie Eiendomsmegling Trondheim
173622236 , Romolslia - STORT OG INNHOLDSRIKT REKKEHUS I ENDEN AV BLINDVEG MED HAGE OG CARPORT. 3 soverom. Kjellerstue. Vaskerom. Solrikt , Romolslia 41 C, Trondheim , 130 m² , 2 790 000 kr , Totalpris: 3 230 927 kr • Fellesutg.: 6 281 kr , Meglerhuset Nylander avd Heimdal
157002451 , Nardo - Delikat og unik funkisbolig med populær beliggenhet på Nardo - Utleie p.t. kr. 9 000,- i mnd. , Ullins veg 2A, Trondheim , 192 m² , 6 990 000 kr , Totalpris: 7 165 972 kr • Fellesutg.: 692 kr , Krogsveen avd. Trondheim
174526995 , Hoem - Lys og romslig påbygd halvpart av tomannsbolig på 150 kvm BRA. Bad 2007. Tre sov. Garasje. Terrasse med gode solforhold. , Nordhaugsvegen 1, Trondheim , 94 m² , 2 790 000 kr , EiendomsMegler 1 avd. Trondheim Vest/Byåsen , Andel • Tomannsbolig • 3 soverom
174419102 , Lade - Moderne og oppgradert 4-roms leilighet fra 2014 - Flott utsikt - Heis og p-kjeller - "Alt" ink i felleskost - IN ordning , Harald Hårfagres gate 3 A, Trondheim , 98 m² , 3 490 000 kr , Totalpris: 6 284 616 kr • Fellesutg.: 15 072 kr , EiendomsMegler 1 avd. Trondheim Nord Øst/Lade
174521005 , MØLLENBERG - Stor 3-roms på attraktive Møllenberg. Enkel adkomst i 1.etg. Bad og kjøkken år 2001. Muligheter for parkering. , Haldens gate 9B, Trondheim , 78 m² , 2 990 000 kr , Totalpris: 3 090 606 kr • Fellesutg.: 4 256 kr , DNB Eiendom AS
174367758 , NIDARVOLL - 3-roms fra 2006 med enkel adkomst i 1.etg. 2 soverom. Stor vestvendt terrasse. Felles hage. Carport. 2 boder. , Bratsbergvegen 36B, Trondheim , 59 m² , 1 890 000 kr , Totalpris: 2 673 225 kr • Fellesutg.: 6 578 kr , DNB Eiendom AS
173164025 , ILA - Lekker 3R-leilighet i klassisk murgård. Karnapp m/utsikt mot Nidelven. 2 sov. 2 stuer med god takhøyde. Bad/Kjøkken TG1. , Osloveien 18A, Trondheim , 86 m² , 3 990 000 kr , Totalpris: 4 128 733 kr • Fellesutg.: 2 500 kr , DNB Eiendom AS
174599351 , LILLEBY/ LADEMOEN - Sentrumsnær og arealeffektiv selveierleilighet med lekkert bad fra høsten 2019. Bad og kjøkken TG 1. Gratis uteparkering , Ladeveien 2 B, Trondheim , 27 m² , 1 990 000 kr , Totalpris: 2 115 096 kr • Fellesutg.: 2 500 kr , DNB Eiendom AS
174555079 , ROGNHEIM / BYÅSEN - Vertikaldelt halvpart over 3 plan med 3 soverom, vaskekjeller og bad/kjøkken TG1, samt innredet kjeller - Drenering 05 , Spovevegen 2C, Trondheim , 127 m² , 4 250 000 kr , Totalpris: 4 363 592 kr , DNB Eiendom AS
163566776 , Grilstad Marina - MODERNE FAMILIEBOLIG FRA 2019 MED FANTASTISK FJORDUTSIKT. Takterrasse på 15 kvm. 3(4) soverom. Parkering i P-kjeller. , Grillstadfjæra 8 E, Ranheim , 133 m² , 6 890 000 kr , Totalpris: 6 925 570 kr • Fellesutg.: 3 051 kr , EiendomsMegler 1 avd. Trondheim Sentrum
141169048 , Moholt - FLOTT 2-ROMS I 3.ETG MED KORT AVSTAND TIL NTNU. Fjernvarme og varmtvann inkl. i felleskost. Kjøkken TG1. Veldrevet BL. , Teglverkstunet 5 A, Trondheim , 29 m² , 1 890 000 kr , Totalpris: 1 984 437 kr • Fellesutg.: 2 308 kr , EiendomsMegler 1 avd. Trondheim Sentrum
174586412 , NIDARVOLL - Flott 3-roms toppleilighet m/solvendt veranda, p-plass i garasjekjeller og "alt" inkl. i felleskostnadene. IN-ordning. , Klæbuveien 214, Trondheim , 72 m² , 2 100 000 kr , Totalpris: 3 066 132 kr • Fellesutg.: 8 086 kr , Proaktiv Eiendomsmegling avd. Moholt
174289060 , Lade - Lys og sjarmerende leilighet med rolig beliggenhet - Sentralt - Tur og friluftsområder i umiddelbar nærhet , Gartnerhaugveien 10 A, Trondheim , 28 m² , 1 690 000 kr , Totalpris: 1 816 865 kr • Fellesutg.: 3 014 kr , EiendomsMegler 1 avd. Trondheim Nord Øst/Lade
147051967 , HEIMDAL/LUND ØSTRE - Familievennlige rekkehus over 2 plan - Markterrasse - P-plass i kjeller - Loftstue - 4 soverom , Høiseth Hage trinn 3, Heimdal , 122 m² , 4 450 000 - 4 550 000 kr , Totalpris: 4 480 670 - 4 580 670 kr , EiendomsMegler 1 Prosjekt Trondheim
