ID, Beskrivelse, adresse, kvadratmeter, pris, totalpris + fellesgjeld, megler 
163128067 , Risvollan - Delikat 2-roms selveierleilighet. Tg1 på kjøkken og bad. Parkering. Balkong med gode solforhold. Lave felleskostander. , Anne Martha Kvams veg 7, Trondheim , 39 m² , 2 150 000 kr , Totalpris: 2 204 920 kr • Fellesutg.: 1 966 kr , EiendomsMegler 1 avd. Trondheim Øst/Valentinlyst
172843473 , Nardo- Prosjektert enebolig i et attraktivt område med 4 soverom, 2 bad og separat vaskerom. , Mjølnervegen 6, Trondheim , 134 m² , 6 400 000 kr , Totalpris: 6 426 170 kr , EiendomsMegler 1 Prosjekt Trondheim
172839655 , LADE - Delikat og moderne hjørneleilighet i toppetasje - 2 romslige soverom - Åpen og gjennomlys stue/kjøkken - Extra konsept , Julianus Holms veg 70, Trondheim , 82 m² , 5 000 000 kr , Totalpris: 5 138 192 kr • Fellesutg.: 2 831 kr , Proaktiv Eiendomsmegling avd. Moholt
172839545 , ROMOLSLIA - Lys og praktisk 4-roms med kjøkken fra 2020. Strøm og varmtvann inkl. i felleskostn. To balkonger. Gratis parkering. , Storflata 1, Trondheim , 90 m² , Solgt , Totalpris: 2 100 918 kr • Fellesutg.: 6 872 kr , DNB Eiendom AS
172353636 , Persaunet - Delikat 4-roms eierleilighet fra 2012 i meget attraktivt område | Fjernvarme, p-kjeller og heis | Stor vestvendt veranda , Kyavegen 5, Trondheim , 81 m² , 4 490 000 kr , Krogsveen avd. Trondheim , Eier (Selveier) • Leilighet • 3 soverom
160796471 , Byåsen - Arkitektonisk perle på Ferstad, Byåsen - 1,7 mål tomt- 207 m² - Nærhet til Bymarka , Vegmesterstien 20C, Trondheim , 172 m² , 8 200 000 kr , Totalpris: 8 418 722 kr , DNB Eiendom AS
172836978 , Valentinlyst - Særdeles lekker 3-roms toppleilighet fra 2017 - Sol -og utsiktsrik takterrasse på ca. 60 kvm. - P-kjeller , Fjøsmestervegen 9A, Trondheim , 74 m² , 5 750 000 kr , Totalpris: 5 894 550 kr • Fellesutg.: 5 962 kr , Eie Eiendomsmegling Trondheim
148649109 , BYÅSEN/MUNKVOLL - Flytt rett inn i denne lettstelte og særdeles pene 2-roms leiligheten. Nyere standard og fast garasjeplass! , Munkvollvegen 76 D, Trondheim , 53 m² , 1 650 000 kr , Totalpris: 2 503 792 kr • Fellesutg.: 5 410 kr , Proaktiv Trondheim
172683388 , EBERG - Horisontaldelt tomannsbolig fra 2010 i skjermet 2.etg. Veranda med meget gode solforhold (10-21). Felles hage. Garasje. , Ole Hogstads veg 13, Trondheim , 94 m² , Solgt , Totalpris: 4 091 092 kr , DNB Eiendom AS
168427454 , LADE - Pen 2-roms med innglasset balkong og fjordutsikt - Parkering - Bad/kjøkken fra 2010 - Heis - Vedfyring , Harry Borthens vei 11, Trondheim , 45 m² , 2 390 000 kr , Totalpris: 2 469 845 kr • Fellesutg.: 3 085 kr , DNB Eiendom AS
162389832 , Risvollan - Meget populær leilighet på 2 plan på Risvollan - 4 sov - 2 bad - Garasje - Familievennlig område , Ada Arnfinsens veg 3 B, Trondheim , 110 m² , 3 080 000 kr , Totalpris: 3 252 908 kr • Fellesutg.: 6 043 kr , EiendomsMegler 1 avd. Trondheim Nord Øst/Lade
172822976 , Salg av kontraktposisjon - Denne flotte 3-roms leiligheten kan bli din allerede i Mai. , Ladeveien 18 leil. G1-5, Trondheim , 44 m² , 3 090 000 kr , Totalpris: 3 117 720 kr • Fellesutg.: 1 892 kr , EiendomsMegler 1 Prosjekt Trondheim
172668355 , BERGHEIM/MOHOLT - Svært pen leilighet med egen utleiedel - Kr 7000,- i leieinntekter - Nydelig flislagt bad - Oppgradert kjøkken- Balkong , Ole Aasveds veg 4, Trondheim , 60 m² , 1 850 000 kr , Totalpris: 2 424 980 kr • Fellesutg.: 8 779 kr , DNB Eiendom AS
154988255 , NYE LILLEBY - Gartner Lunds Hage 1 - Salget er i gang - 23 rekkehus fra 90 kvm til 183 kvm - En flott park som nærmeste nabo - Gangavstand til sentrum - minimum 3 sov - P-plass og bod i kjeller. , Nye Lilleby - Gartner Lunds Hage 1, Trondheim , 120 - 177 m² , 6 995 000 - 9 595 000 kr , Totalpris: 7 060 677 - 9 676 172 kr , DNB Eiendom AS
165457811 , Øvre Steinaunet - Velkommen til et helt nytt nabolag ved Steinan! Nå starter vi salget av 52 nye selveierleiligheter. , Øvre Steinaunet, Trondheim , 34 - 93 m² , 1 895 000 - 8 995 000 kr , Totalpris: 1 917 742 - 9 036 362 kr , Aktiv
93359272 , UGLA/ BYÅSEN - Vigtil Terrasse  - Kun 2 leiligheter igjen - Innflyttingsklar - P-kjeller - Heis - Store sørøst-vendte terrasser - Snøsmelteanlegg på terrassen , Vigtil Terrasse, Trondheim , 137 - 143 m² , 8 950 000 kr , Eier (Selveier) • Leilighet , DNB Eiendom AS
172803359 , Fossegrenda - Pent og innholdsrikt rekkehus  - Loftstue - Vestvendt  - Attraktivt og barnevennlig område  - P- plass i kjeller , Nordslettvegen 253, Trondheim , 126 m² , 3 990 000 kr , Totalpris: 4 090 920 kr • Fellesutg.: 1 128 kr , EiendomsMegler 1 avd. Lerkendal
172794820 , Grilstad Marina - Stilren og moderne 4-roms med 2 balkonger og utsikt mot fjorden - Gode solforhold. 2 p-plasser - Fjernvarme og heis , Grillstadfjæra 30, Ranheim , 102 m² , 5 990 000 kr , Totalpris: 6 141 092 kr • Fellesutg.: 3 364 kr , DNB Eiendom AS
165467560 , Heimdal - Stilig enebolig i barnevennlig strøk. Stor hems, 6 soverom og leilighet i kjelleretasjen. , Vestre Rosten 1H, Heimdal , 232 m² , 4 940 000 kr , Totalpris: 5 079 170 kr , PrivatMegleren Benum & Johansen
167930103 , Okstad Hageby - Lekker horisontal halvpart i 2.etg fra 2013. Solrik balkong. Garasje. Fjernvarme. Lave felleskost. Beliggende i blindvei , Okstadvegen 277, Tiller , 51 m² , 2 490 000 kr , Totalpris: 2 569 040 kr • Fellesutg.: 1 608 kr , PrivatMegleren Benum & Johansen
172775891 , Lademoen - FLOTT 2-ROMS OMSORGSBOLIG I 3.ETG MED FRANSK BALKONG. Byggeår 2006. Sentral beliggenhet med nærhet til buss. Heis. , Innherredsveien 48, Trondheim , 56 m² , 1 279 000 kr , Totalpris: 2 011 177 kr • Fellesutg.: 7 659 kr , EiendomsMegler 1 avd. Trondheim Sentrum
167643692 , Okstad - Innholdsrik og flott 1/2 part tomannsbolig - Bad og kjøkken TG0 - Familievennlig boligområde - P-plass , Okstadvegen 221, Tiller , 56 m² , 2 790 000 kr , Totalpris: 2 866 670 kr • Fellesutg.: 2 367 kr , EiendomsMegler 1 avd. Trondheim Sør/Øst
172772315 , HEIMDAL - OPPGRADERT REKKEHUS MED SØRVENDT BELIGGENHET! 4 soverom -  Loftstue - vaskerom - P-plass - Innflyttingsklart! , Johan Arnt Høiseths veg 87, Heimdal , 122 m² , 4 450 000 kr , Totalpris: 4 480 670 kr • Fellesutg.: 1 516 kr , EiendomsMegler 1 Prosjekt Trondheim
172771680 , Persaunet- Delikat 2-roms hjørneleilighet - God standard og uten innsyn. IN-ordning, oppv. og varmtv. inkl. , Kyavegen 12, Trondheim , 51 m² , 1 850 000 kr , Totalpris: 2 564 299 kr • Fellesutg.: 6 267 kr , Eie Eiendomsmegling Trondheim
172752580 , Heimdal - Flott vestvendt 3-roms selveierleilighet med livsløpsstandard. Heis og parkeringsplass i p-kjeller. , Brudalsvegen 15A, Heimdal , 70 m² , 3 190 000 kr , Totalpris: 3 271 092 kr • Fellesutg.: 2 585 kr , DNB Eiendom AS
172756325 , Lund Østre | Innholdsrik familiebolig med endebeliggenhet  | Vaskerom | Parkering i kjeller | 4 soverom | Flott utsikt , Johan Arnt Høiseths veg 83, Heimdal , 123 m² , 4 400 000 kr , Fellesutg.: 1 516 kr , EiendomsMegler 1 Prosjekt Trondheim
166447217 , Lundåsen - Enebolig med ypperlig beliggenhet og god standard - 4(5) soverom - 2 stuer - 2 bad - Vaskerom - Gode solforhold - Garasj , Nertrøa 19, Heimdal , 160 m² , 4 690 000 kr , Totalpris: 4 821 222 kr , DNB Eiendom AS
172751387 , LADEMOEN - Romslig 3-roms leilighet, med god standard. Sentralt beliggende, kort vei til "alt". Parkeringsplass. Felles takterrasse , Innherredsveien 82 A, Trondheim , 73 m² , 2 850 000 kr , Totalpris: 3 154 411 kr • Fellesutg.: 4 545 kr , Proaktiv Trondheim
172598441 , Nidarvoll - Lekker 3-roms selveierleilighet. Terrasse med gode solforhold. Parkering. TG1 på kjøkken og bad. , Klæbuveien 221 B, Trondheim , 69 m² , 3 390 000 kr , Totalpris: 3 475 920 kr • Fellesutg.: 315 kr , EiendomsMegler 1 avd. Trondheim Øst/Valentinlyst
172739271 , Attraktiv 4-roms toppleilighet med innglassert balkong. Byutsikt & sol store deler av ettermiddagen. God kollektivtilbud , Kolstadflata 23 B, Saupstad , 93 m² , 2 100 000 kr , Totalpris: 2 431 315 kr • Fellesutg.: 5 973 kr , Eie Eiendomsmegling Trondheim
172668450 , MILJØBYEN/GRANÅSLIA - Nyere 3-roms selveier med stor balkong og meget god standard - Pent kjøkken og bad - P-plass i kjeller - Fjernvarme , Stokkbekken 135, Trondheim , 50 m² , 2 990 000 kr , Totalpris: 3 073 114 kr • Fellesutg.: 2 517 kr , DNB Eiendom AS
138208448 , NYE LILLEBY - Lillehjørnet. 10 leiligheter igjen. Ferdige til sommeren! Fra 45 til 81 kvm. Parkområder, restauranter og kafé i hagen. Butikk i 1. etasje. , Lilleby - Lillehjørnet, Trondheim , 45 - 76 m² , 2 895 000 - 5 695 000 kr , Eier (Selveier) • Leilighet , DNB Eiendom AS
163054467 , Familieboliger v/Strinda Hageby - Elegante familieboliger med praktisk og populær beliggenhet | 4-5 sov | P-Kjeller , Solsletta Hus 1, Trondheim , 146 m² , 5 990 000 - 6 260 000 kr , Totalpris: 6 029 492 - 6 299 492 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
136742266 , Moholt - Lys og delikat 2-roms i 6. etasje med flott utsikt | Mulighet for 2 sov | Solrik takterrasse | "Alt" inkludert , Brøsetvegen 186 B, Trondheim , 36 m² , 695 000 kr , Fellesutg.: 8 161 kr , Heimdal Eiendomsmegling AS, avd Høyskoleparken
162694056 , Lund Østre - Lekker og moderne 3-roms selveier fra 2017 - TG0 på kjøkken og bad - Balkong - Lave felleskostnader , Jernkisvegen 2, Heimdal , 49 m² , 2 590 000 kr , Totalpris: 2 666 292 kr • Fellesutg.: 1 478 kr , Aktiv
172702890 , Nardo - Familievennlig, velholdt og innholdsrik ½-part av tomannsbolig | 3 roms leilighet i underetasje | Solrik terrasse , Nornevegen 14, Trondheim , 220 m² , 6 490 000 kr , Eier (Selveier) • Tomannsbolig • 5 soverom , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
147678999 , Lerkendal/Nidarvoll - Flott rekkehus med 3 soverom, 2 bad og 2 stuer. Garasje + carport. Vestvendt terrasse og hage med gode solforhold. , Birkebeinervegen 22B, Trondheim , 109 m² , 3 690 000 kr , Totalpris: 3 793 820 kr , Privatmegleren Stjørdal
142425419 , BYÅSEN - Flott enebolig oppført i 2018 - Solrik takterrasse med fantastisk utsikt - Utleiemuligheter , Skjermvegen 33A, Trondheim , 163 m² , 6 950 000 kr , Totalpris: 7 134 592 kr , Proaktiv Trondheim
172698677 , Havstein/Rognheim - Innbydende familiebolig med takterrasse | Praktisk planløsning | 4 sov | 360 visning , Harald Langhelles veg 3 E, Trondheim , 142 m² , 7 590 000 kr , Totalpris: 7 590 172 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
172622563 , Salg av kontraktposisjon - LILLEBY - PERFEKT FOR FØRSTEGANGSKJØPER. Innflytting mai 2020. Sentrumsnær beliggenhet. Lave omk. , Lilleby Triangel G1-9, Trondheim , 23 m² , 1 850 000 kr , Totalpris: 1 870 770 kr • Fellesutg.: 1 236 kr , EiendomsMegler 1 Prosjekt Trondheim
172690454 , Salg av kontraktposisjon - LILLEBY - SPLITTER NY 3-roms selveier med markterrasse. Innflyttingsklar mai '20. Sentrumsnær beliggenhet. Lave omk. , Lilleby Triangel G1-2, Trondheim , 44 m² , 3 000 000 kr , Totalpris: 3 027 720 kr • Fellesutg.: 1 892 kr , EiendomsMegler 1 Prosjekt Trondheim
172677311 , LUND ØSTRE - Innflyttingsklar 2-roms fra 2019. Sørvendt balkong. Vannbåren gulvvarme. Metrobuss. Trådløs styring av lys , Jernkisvegen 5. Leil. 114, Heimdal , 39 m² , 2 150 000 kr , Totalpris: 2 158 140 kr • Fellesutg.: 1 820 kr , EiendomsMegler 1 Prosjekt Trondheim
170738714 , ØYA/ELGESETER - Flott 1-roms leilighet, perfekt for førstegangskjøperen som ønsker umiddelbar nærhet til alt man trenger i hverdagen! , Elgeseter gate 26B, Trondheim , 30 m² , 1 615 000 kr , Totalpris: 2 040 509 kr • Fellesutg.: 3 862 kr , Proaktiv Trondheim
170309359 , LUND ØSTRE - Ny og innflyttingsklar selveierleilighet fra 2019. Delikat standard. Vannbåren gulvvarme. Heis. , Jernkisvegen 9. Leil. B301, Heimdal , 30 m² , 1 690 000 kr , Totalpris: 1 695 870 kr • Fellesutg.: 1 530 kr , EiendomsMegler 1 Prosjekt Trondheim
172669185 , Salg av kontraktposisjon - Helt ny flott 2-roms leilighet i 1 etg med grønne omgivelser. , Lilleby Triangel, Leil. C1-3, Trondheim , 35 m² , 2 650 000 kr , Totalpris: 2 675 640 kr • Fellesutg.: 1 628 kr , EiendomsMegler 1 Prosjekt Trondheim
172666008 , Øvre Jakobsli - Praktfull, særegen enebolig med funksjonalistisk preg.  Enestående utsikt og lysforhold. , Jonsvannsveien 421, Jakobsli , 229 m² , 11 900 000 kr , Totalpris: 12 213 170 kr , PrivatMegleren Trondheim
172171927 , Ladehammeren - Pen og sentralt beliggende 3-roms leilighet, P-plass i kjeller, Balkong- Heis, TG1 på bad og kjøkken, 3 meter takhøyde , Håkon Magnussons gate 1 B, Trondheim , 91 m² , 4 100 000 kr , Totalpris: 4 203 670 kr • Fellesutg.: 4 237 kr , EiendomsMegler 1 avd. Trondheim Nord Øst/Lade
172665567 , Flatåsen - Innholdsrikt rekkehus i et barnevennlig boligområde - Fantastisk utsikt - Flott hage med gode solforhold - 5 soverom , Nedre Flatåsveg 117, Flatåsen , 159 m² , Solgt , Totalpris: 3 065 920 kr • Fellesutg.: 334 kr , EiendomsMegler 1 avd. Trondheim Syd/Heimdal
172064294 , HEIMDAL - Innholdsrik og innbydende enebolig i et populært boligområde - 4 soverom - Flott hage - Garasje - Kjellerstue på 26 kvm. , John P. Kroglunds veg 10, Heimdal , 234 m² , 5 850 000 kr , Totalpris: 5 996 250 kr , EiendomsMegler 1 avd. Trondheim Syd/Heimdal
172574420 , Salg av kontraktposisjon - Helt ny 2-roms i 3.etg på Lilleby Triangel. Innflytting i slutten av mai. Balkong. Kort gangavstand til Solsiden og Lade , Ladeveien 24 / B3-2, Trondheim , 35 m² , 2 790 000 kr , Totalpris: 2 815 720 kr • Fellesutg.: 1 683 kr , EiendomsMegler 1 Prosjekt Trondheim
172660730 , Fossegrenda - Stor, innholdsrik enebolig over to plan med stor tomt | Godt vedlikeholdt | Garasje | Utleiedel | 4 soverom , Sagvegen 9, Trondheim , 178 m² , 5 130 000 kr , Totalpris: 5 269 320 kr , Heimdal Eiendomsmegling AS avd Heimdal
167354413 , Lettstelte 3 roms selveierleiligheter med fast plass i P-kjeller. Meget trafikkstille og rolig beliggenhet. , Tonstadbrinken 301, Tiller , 60 m² , 2 998 000 kr , Totalpris: 3 020 095 kr , Varmbobygg AS
110780564 , NYE LILLEBY - Fabrikkløkka 2 - 7 ledige leiligheter klar for innflytting. P-plass - Balkong/terrasse - Heis - Parkområde. , Lilleby - Fabrikkløkka 2, Trondheim , 64 - 101 m² , 3 990 000 - 7 950 000 kr , Eier (Selveier) • Leilighet , DNB Eiendom AS
110780748 , NYE LILLEBY - Konsul Lorcks Hage 2 - Innflyttingsklart byrekkehus over tre plan med takterrasse og P-plass - Kun 1 igjen! , Dakota 4A, Trondheim , 137 m² , 7 400 000 kr , Eier (Selveier) • Rekkehus , DNB Eiendom AS
134121256 , HeimdalsPorten hus B - Byggetrinn 2 - 54 nye leiligheter med meget god beliggenhet på Rosten. Holdeplass for Metrobuss. , Heimdalsporten BT2, Tiller , 36 - 81 m² , 2 490 000 - 5 690 000 kr , Totalpris: 2 507 072 - 5 712 422 kr , Aktiv
171675731 , STOKKANHAUGEN - Lekker funkisbolig med enestående panoramautsikt og meget god beliggenhet - Bygd i 2016 - 60m² med uteplasser - Garasje , Stokkanhaugen 51C, Trondheim , 124 m² , 7 490 000 kr , DNB Eiendom AS , Eier (Selveier) • Tomannsbolig • 4 soverom
167721473 , Reppe - Kjedet enebolig | Stor uinnredet kjeller | Parkering | Barnevennlig område , Reppevegen 88D, Ranheim , 104 m² , 2 990 000 kr , Totalpris: 3 075 820 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
163715884 , Lundåsen - Heimdal - Meget pen familiebolig i et rolig og barnevennlig område | Utleiehybel i sokkel | Garasje | 4 soverom | TG1 på alt , Jørgen Hegstads veg 45B, Heimdal , 195 m² , 6 990 000 kr , Totalpris: 7 175 820 kr , Heimdal Eiendomsmegling AS Avd Melhus
172280711 , Ranheim - Flott enderekkehus på fremste rad med vidstrakt utsikt over Trondheimsfjorden | 114m² | 3 sov | Garasje | Vedfyring , Ranheimshøgda 3 D, Ranheim , 114 m² , 3 090 000 kr , Totalpris: 3 951 026 kr • Fellesutg.: 6 788 kr , EiendomsMegler 1 avd. Trondheim Sentrum
172622448 , DALGÅRD | SE VISNINGSINFO - Praktfull enebolig med attraktiv og barnevennlig beliggenhet på Dalgård | Vestvendt terrasse | Oppgradert 2019 | Utsikt , Granlivegen 6, Trondheim , 102 m² , 4 850 000 kr , Totalpris: 4 982 320 kr , Heimdal Eiendomsmegling AS, Avd. Byåsen
172619227 , LUND ØSTRE - Flott 3-roms selveier - Innflytting høsten 2020 - Balkong - Vannbåren gulvvarme - Metrobuss like ved , Andersbakkan leil.  C206, Heimdal , 40 m² , 2 390 000 kr , Totalpris: 2 408 540 kr • Fellesutg.: 2 157 kr , EiendomsMegler 1 Prosjekt Trondheim
153929647 , Tiller - BUD MOTTATT-Småbruk med flott beliggenhet på Tilleråsen | Stor tomannsbolig, driftsbygning, ridebane | Utleiemuligheter , Tilleråsen 68, Tiller , 224 m² , 7 800 000 kr , Totalpris: 7 995 960 kr , EiendomsMegler 1 avd. Trondheim Syd/Heimdal
172608916 , Flott 2-roms leilighet beliggende i 2. etasje - Vestvendt og innglasset balkong med gode solforhold - Kort vei til "alt" , Brundalsgrenda 14, Jakobsli , 55 m² , 2 190 000 kr , Totalpris: 2 623 691 kr • Fellesutg.: 3 771 kr , EiendomsMegler 1 avd. Grilstadporten
172603844 , Charlottenlund - Flott 4-roms toppleilighet med vestvendt balkong - Totaloppusset i 2010 - Svært gode sol- og utsiktsforhold - TG1 på alt , Konglevegen 3 C, Jakobsli , 85 m² , 2 890 000 kr , Totalpris: 3 285 424 kr • Fellesutg.: 5 360 kr , EiendomsMegler 1 avd. Grilstadporten
172591865 , Nedre Charlottenlund - Stilig hus med fjordutsikt og lun, sørvendt hage. Familievennlig beliggenhet. Carport. , Charlotte Voigts veg 44, Ranheim , 97 m² , 4 990 000 kr , Totalpris: 5 130 420 kr • Fellesutg.: 1 450 kr , PrivatMegleren Trondheim
171973113 , Romolslia - Innholdsrikt rekkehus på 2 plan | Solrik beliggenhet | Veldrevet borettslag | Mulighet for leie av garasje. , Langhaugen 4 B, Trondheim , 109 m² , 3 050 000 kr , Totalpris: 3 242 511 kr • Fellesutg.: 5 220 kr , EiendomsMegler 1 avd. Trondheim Syd/Heimdal
158508749 , Fossegrenda - Velholdt og tiltalende 3-roms andelsleilighet med usjenert, sydvendt uteplass, velkomstterrasse og rolig beliggenhet. , Ratesvingen 34A, Trondheim , 68 m² , 1 840 000 kr , Totalpris: 3 052 248 kr • Fellesutg.: 6 122 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
168424920 , FLOTT VERTIKALDELT HALVPART - Stor og lys stue. 3 soverom. Separat vaskerom , Stubbanvegen 10A, Trondheim , 160 m² , 4 925 000 kr , Totalpris: 5 060 795 kr , Meglerhuset Nylander avd Solsiden
172577197 , Salg av kontraktposisjon - Arealeffektiv leilighet med sentral beliggenhet | Vannbåren gulvvarme | Balkong | Heis | Leil. B1-3 , Ladeveien 24 / B1-3, Trondheim , 23 m² , Solgt , Totalpris: 1 870 770 kr • Fellesutg.: 1 236 kr , EiendomsMegler 1 Prosjekt Trondheim
172150729 , Ila - Ærverdig 4-roms i 2. etg  - Vedfyring - 3 romslige soverom - Nærhet til flere studiesteder , Bergsligata 3A, Trondheim , 87 m² , 3 990 000 kr , Totalpris: 4 097 592 kr • Fellesutg.: 2 286 kr , DNB Eiendom AS
172575209 , Meget attraktiv terrasseleilighet på 177 kvm - 39 kvm privat terrasse - Svært gode sol- og utsiktsforhold - P-plass , Lade Alle 18b, Trondheim , 169 m² , 6 490 000 kr , Totalpris: 6 660 992 kr • Fellesutg.: 1 334 kr , Aktiv
142075761 , SOLSIDEN - Utsøkt 2-roms hjørneleilighet i 4.etg. i hjertet av Solsiden | Overbygd hjørnebalkong | Heis | Fjernvarme | Byggeår 2002 , Thaulowkaia 2, Trondheim , 53 m² , 3 490 000 kr , Totalpris: 3 578 420 kr • Fellesutg.: 2 531 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
161451721 , Sentrum - Stor og lys 2(3)-roms på 64kvm sentralt i midtbyen | TG1 bad/kjøkken | Egen kjellerstue m/varme i gulv | , Kongens gate 39, Trondheim , 64 m² , 2 175 000 kr , Fellesutg.: 6 989 kr , Heimdal Eiendomsmegling AS, avd Høyskoleparken
172484990 , Ranheim - Stor og lekker 2-roms eierleilighet fra 2018 | Gode solforhold | Kjøkken fra Sigdal | Fjernvarme | Parkering i p-kjeller , Horgsletta 34, Ranheim , 45 m² , 2 850 000 kr , Totalpris: 2 922 592 kr • Fellesutg.: 2 024 kr , Krogsveen avd. Trondheim
165272796 , 1 solgt - 4 frittliggende eneboliger med sentral beliggenhet på Heimdal. Solrikt. Carport. Høy standard. , Idrettsveien 19 A-D, Heimdal , 113 - 129 m² , 5 250 000 - 5 550 000 kr , Totalpris: 5 382 472 - 5 574 342 kr , Proaktiv Eiendomsmegling avd. Heimdal
150061157 , TESLIÅSEN - Bygging igangsatt! Nye familieboliger på hele 172 kvm BRA med terrasse, carport, 4 sov + utleiedel. Attraktiv beliggenhet ved Fortunalia med umiddelbar nærhet til Estenstadmarka. , Tesliåsen, Jonsvatnet , 165 m² , 6 990 000 - 7 090 000 kr , Totalpris: 7 014 542 - 7 114 542 kr , DNB Eiendom AS
172538059 , Væretrøa - Fenomenal enebolig fra 2016 med utleie- og praktikantdel. 4 sov og 2 bad i hoveddel. Dobbelgarasje. Fantastisk utsikt. , Kjersti Wæhres veg 1, Ranheim , 324 m² , 11 900 000 kr , Totalpris: 12 213 170 kr , PrivatMegleren Trondheim
172492826 , Sjelden mulighet! Svært innholdsrik og oppgradert eiendom med meget gode leieinntekter - Stor tomt - Solrikt - Utsikt , Holtvegen 22, Heimdal , 299 m² , 9 900 000 kr , Totalpris: 10 160 342 kr , Aktiv
172353636 , Persaunet - Delikat 4-roms eierleilighet fra 2012 i meget attraktivt område | Fjernvarme, p-kjeller og heis | Stor vestvendt veranda , Kyavegen 5, Trondheim , 81 m² , 4 490 000 kr , Totalpris: 4 603 592 kr • Fellesutg.: 3 374 kr , Krogsveen avd. Trondheim
172387909 , Othilienborg - Innbydende 3-roms leilighet i høy 1 etg - Fin beliggenhet i feltet - Solrik balkong med trappenedgang - Veletablert brl , Othilienborgtunet 1, Trondheim , 70 m² , 2 550 000 kr , Totalpris: 2 755 217 kr • Fellesutg.: 4 012 kr , Proaktiv Trondheim
172310004 , KATTEM - FLOTT 3-ROMS REKKEHUSLEILIGHET MED GOD BELIGGENHET I BORETTSLAGET - 3 solrike terrasser - Oppvarming/varmtvann inkl. , Gulspurvvegen 42, Kattem , 100 m² , 1 900 000 kr , Totalpris: 2 421 127 kr • Fellesutg.: 7 167 kr , Meglerhuset Nylander avd Heimdal
158278377 , NEDRE STUBBAN - Pen, oppusset halvpart av tomannsbolig med meget attraktiv og familievennlig beliggenhet | Solrikt område , Krokstien 5, Trondheim , 119 m² , 3 980 000 kr , Totalpris: 4 090 570 kr , Heimdal Eiendomsmegling AS Avd Melhus
172369326 , Marienborg - Moderne 2-roms fra 2017 | Kjøkken og bad TG-0 | Overbygd markterrasse | Fjernvarme | Nærhet til NTNU og St.Olavs , Stavnevegen 9, Trondheim , 50 m² , 2 790 000 kr , Totalpris: 2 867 820 kr • Fellesutg.: 2 058 kr , Heimdal Eiendomsmegling AS avd Heimdal
172299209 , Sjeldent lekker leilighet med flotte detaljer | Delikat oppusset i 2020 | Stor sydvendt balkong | Rikelig med bodplass , Midteggen 8, Saupstad , 57 m² , 2 450 000 kr , Totalpris: 2 567 679 kr • Fellesutg.: 3 428 kr , Krogsveen avd. Trondheim
172306907 , Granåslia - Strøken 3-roms selveier hjørneleilighet fra 2016 som har en fantastisk planløsning, flotte solforhold, p-kjeller & heis , Nedre Granåslia 7, Trondheim , 76 m² , 4 090 000 kr , Totalpris: 4 193 592 kr • Fellesutg.: 2 609 kr , Krogsveen avd. Trondheim
169266474 , Lerkendal/Gløshaugen - Attraktiv og nesten ny 3-romsleilighet i 5. etg. med solrik balkong | Trimrom, heis og p-plass , Bakkehellet 7, Trondheim , 54 m² , 3 890 000 kr , Fellesutg.: 2 201 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
172345188 , Tiller - Nydelig 3-roms selveierleilighet fra 2018 | Fjernvarme | Terrasse | P-kjeller | TG0 alle punkter , Brauta 83, Tiller , 69 m² , 3 290 000 kr , Totalpris: 3 380 320 kr • Fellesutg.: 2 397 kr , Heimdal Eiendomsmegling AS avd Heimdal
172342166 , Heimdal - Påkostet og oppgradert 4-roms leilighet | Totalrenovert i 2017 | Vedfyring | Balkong | Populært og barnevennlig område , Orrevegen 17, Heimdal , 89 m² , 2 750 000 kr , Totalpris: 2 850 820 kr • Fellesutg.: 4 713 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
172340790 , DALGÅRD | SE VISNINGSINFO - Utsøkt 1/2-part av tomannsbolig med populær beliggenhet | 2 store soverom | Carport | Solrik veranda | Nærhet til "alt" , Uglagjerdet 30, Trondheim , 71 m² , 3 290 000 kr , Totalpris: 3 380 320 kr • Fellesutg.: 500 kr , Heimdal Eiendomsmegling AS, Avd. Byåsen
172340787 , Risvollan - Totaloppusset leilighet i 2020 | Moderne standard | Nydelig panoramautsikt | 9. etasje | Heis | Solfylt balkong , Ingeborg Aas` veg 2, Trondheim , 38 m² , 1 990 000 kr , Totalpris: 2 108 583 kr • Fellesutg.: 3 593 kr , Heimdal Eiendomsmegling AS avd Heimdal
172338598 , RANHEIM - Innbydende og påkostet 3-roms selveierleilighet | Kjøkken 2014 | Lave felleskostnader | Solrik balkong | Parkering , Presthusvegen 6D, Ranheim , 72 m² , 3 390 000 kr , Totalpris: 3 482 820 kr • Fellesutg.: 500 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
